Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2016-01-01 00:00:00+08:00,8315.751347107502,8326.291337128994,7627.854645444859,8080.5625,37346200,0.0,0.0,^TWII
2016-02-01 00:00:00+08:00,8164.201370708283,8432.70009258635,7953.952371546781,8411.1201171875,24288500,0.0,0.0,^TWII
2016-03-01 00:00:00+08:00,8381.353675515831,8840.722356323033,8378.033373397942,8744.802734375,48451000,0.0,0.0,^TWII
2016-04-01 00:00:00+08:00,8700.351486555523,8743.321072873641,8352.203208781364,8377.873046875,29930700,0.0,0.0,^TWII
2016-05-01 00:00:00+08:00,8362.322820599846,8563.372957783951,7999.9543525441895,8535.5625,33218000,0.0,0.0,^TWII
2016-06-01 00:00:00+08:00,8516.05320921448,8754.792690345037,8374.233344168855,8666.552734375,32956900,0.0,0.0,^TWII
2016-07-01 00:00:00+08:00,8692.459682465,9085.888429158558,8569.129899258598,8984.388671875,42112800,0.0,0.0,^TWII
2016-08-01 00:00:00+08:00,9008.7188924009,9200.398125806008,8928.308926644957,9068.828125,41423800,0.0,0.0,^TWII
2016-09-01 00:00:00+08:00,9055.710209530047,9303.109070117689,8885.529926190839,9166.8291015625,30156000,0.0,0.0,^TWII
2016-10-01 00:00:00+08:00,9219.499179287322,9399.948976258496,9074.97020145876,9290.099609375,29189300,0.0,0.0,^TWII
2016-11-01 00:00:00+08:00,9272.279226767985,9296.839719136016,8879.67072308193,9240.689453125,40360700,0.0,0.0,^TWII
2016-12-01 00:00:00+08:00,9245.535168835286,9430.324915372217,9078.625276806713,9253.4853515625,33801500,0.0,0.0,^TWII
2017-01-01 00:00:00+08:00,9252.552875747264,9468.332993059845,9235.943512764754,9447.943359375,26746900,0.0,0.0,^TWII
2017-02-01 00:00:00+08:00,9502.243338086377,9869.582924298813,9413.762931368972,9750.462890625,46133900,0.0,0.0,^TWII
2017-03-01 00:00:00+08:00,9751.113323331821,9976.603400601987,9562.743337386617,9811.5126953125,51898700,0.0,0.0,^TWII
