Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2016-01-01 00:00:00-05:00,155.11366391888888,156.25314273106775,140.0808842950494,150.0323944091797,82617200,0.0,0.0,0.0
2016-02-01 00:00:00-05:00,149.07009904610646,152.23533810103535,140.15678792812923,149.72003173828125,54708700,0.0,0.0,0.0
2016-03-01 00:00:00-05:00,150.95241902324864,160.13584045959396,150.52195097319344,159.15672302246094,50007300,1.006,0.0,0.0
2016-04-01 00:00:00-04:00,159.0264910036387,164.14351116297502,158.05909447969742,160.57093811035156,42415400,0.0,0.0,0.0
2016-05-01 00:00:00-04:00,161.0716022218743,164.00774274276012,157.8130048317171,163.3882598876953,38163000,0.0,0.0,0.0
2016-06-01 00:00:00-04:00,162.82824908663076,165.43342638495872,154.67325881518136,163.09979248046875,61825000,0.953,0.0,0.0
2016-07-01 00:00:00-04:00,163.82104202654742,170.22584003211412,162.01303632187793,169.9529266357422,41945100,0.0,0.0,0.0
2016-08-01 00:00:00-04:00,169.99550635622813,171.8546793626399,167.90606438581847,170.1575469970703,43949700,0.0,0.0,0.0
2016-09-01 00:00:00-04:00,170.14053161009136,171.54770373390718,165.5522765182287,169.44973754882812,44978100,0.883,0.0,0.0
2016-10-01 00:00:00-04:00,169.7700466501905,170.42966753064132,166.12074049980492,167.15728759765625,33929400,0.0,0.0,0.0
2016-11-01 00:00:00-04:00,167.49138721755432,174.4901816988322,163.89347754182472,173.38510131835938,52732400,0.0,0.0,0.0
2016-12-01 00:00:00-05:00,173.6249472737962,179.63860385418496,172.39138842392595,175.8779296875,52301600,1.296,0.0,0.0
2017-01-01 00:00:00-05:00,178.15860649413477,181.7962567918267,177.19316824936297,180.13259887695312,57281100,0.0,0.0,0.0
2017-02-01 00:00:00-05:00,180.6928807908998,187.8302573161682,179.4946983662091,187.11480712890625,35460000,0.0,0.0,0.0
2017-03-01 00:00:00-05:00,188.69223523391076,190.20936719356874,183.27886364883832,186.494140625,47641500,0.998,0.0,0.0
2017-04-01 00:00:00-04:00,187.50005486940265,190.435831912925,184.86738699071716,189.31002807617188,39168600,0.0,0.0,0.0
2017-05-01 00:00:00-04:00,189.7949906615881,192.4623063624217,187.1709781574274,191.9686737060547,40652300,0.0,0.0,0.0
2017-06-01 00:00:00-04:00,192.37567894862534,195.51930304080412,190.88613900294075,192.306396484375,43549300,1.01,0.0,0.0
2017-07-01 00:00:00-04:00,194.0734763452872,198.15346689983005,192.01173803848613,197.1617431640625,37712000,0.0,0.0,0.0
2017-08-01 00:00:00-04:00,197.7359161376953,198.88422162316772,193.22965304578696,197.7359161376953,37622400,0.0,0.0,0.0
2017-09-01 00:00:00-04:00,198.13609429156082,200.86768557250525,195.71767967288355,200.7458953857422,33381500,1.176,0.0,0.0
2017-10-01 00:00:00-04:00,201.9840117774353,207.12542725579624,201.9053199100222,206.46963500976562,33049800,0.0,0.0,0.0
2017-11-01 00:00:00-04:00,207.25650670849888,213.7007519530396,205.3241137152322,212.78265380859375,43311300,0.0,0.0,0.0
2017-12-01 00:00:00-05:00,212.69523998737196,216.85732908899598,209.43377097844782,214.47898864746094,44190300,1.184,0.0,0.0
2018-01-01 00:00:00-05:00,216.2676688129428,231.3971817656168,215.90745252846173,227.5489044189453,63544700,0.0,0.0,0.0
2018-02-01 00:00:00-05:00,226.93380010676225,228.54162771623155,204.20438909897763,219.0703125,88662700,0.0,0.0,0.0
2018-03-01 00:00:00-05:00,219.23726984253432,226.4242183871716,208.69405960336252,212.6916961669922,63873500,1.084,0.0,0.0
2018-04-01 00:00:00-04:00,212.87895613506035,219.96638820355085,206.462309901994,214.4058837890625,57319400,0.0,0.0,0.0
2018-05-01 00:00:00-04:00,213.9910646832853,222.3671273968102,209.99279999366905,219.5868682861328,43981400,0.0,0.0,0.0
2018-06-01 00:00:00-04:00,220.857868694771,226.63019416779758,217.68044664760478,220.22238159179688,54654400,1.157,0.0,0.0
2018-07-01 00:00:00-04:00,219.52320437048064,231.66277955796988,219.31039363454923,229.1355438232422,45574600,0.0,0.0,0.0
2018-08-01 00:00:00-04:00,229.34842701936117,237.69269865855904,227.43304883267874,236.51333618164062,49555700,0.0,0.0,0.0
2018-09-01 00:00:00-04:00,236.1852164109709,240.01597233883464,233.6136539167487,236.80592346191406,48732300,1.207,0.0,0.0
2018-10-01 00:00:00-04:00,239.1318995716617,240.03157014279876,212.70322025906907,221.6107635498047,91439900,0.0,0.0,0.0
2018-11-01 00:00:00-04:00,222.3589952900067,230.2065383229684,215.3220283221412,225.78839111328125,61115400,0.0,0.0,0.0
2018-12-01 00:00:00-05:00,229.50283478227786,229.58299940543023,191.36074358425105,204.70423889160156,128542800,1.289,0.0,0.0
2019-01-01 00:00:00-05:00,202.56158396005517,222.5777338603456,200.58236659258222,222.11203002929688,81247700,0.0,0.0,0.0
2019-02-01 00:00:00-05:00,222.3806386266428,231.6050673075964,220.4909713242948,229.330322265625,57656000,0.0,0.0,0.0
2019-03-01 00:00:00-05:00,230.8886307250836,235.1694863298729,224.1986715702961,232.43798828125,62970600,1.455,0.0,0.0
2019-04-01 00:00:00-04:00,235.47560203193729,243.53614506536718,235.23244503807913,243.1759033203125,41351400,0.0,0.0,0.0
2019-05-01 00:00:00-04:00,243.7793267212392,243.9504463772711,227.64926527345315,227.73931884765625,72318000,0.0,0.0,0.0
2019-06-01 00:00:00-04:00,227.70328627031898,245.67963041385227,225.84801509837132,242.4013671875,48686500,1.386,0.0,0.0
2019-07-01 00:00:00-04:00,246.657454471863,251.2654173998153,244.70200772131267,247.21873474121094,55490400,0.0,0.0,0.0
2019-08-01 00:00:00-04:00,247.39982802827916,250.11572193709114,234.2005957875536,243.1630401611328,76101400,0.0,0.0,0.0
2019-09-01 00:00:00-04:00,241.56062370102396,251.65471727102505,240.51953665359085,246.78421020507812,45894200,1.301,0.0,0.0
2019-10-01 00:00:00-04:00,248.72290907631256,254.40795211261835,237.94406192767696,253.37098693847656,52876500,0.0,0.0,0.0
2019-11-01 00:00:00-04:00,254.73544860489469,263.5859353807241,254.60811804989967,262.5580749511719,43686600,0.0,0.0,0.0
2019-12-01 00:00:00-05:00,262.90370771953735,270.61718500294717,256.60013792876504,269.0617370605469,56497300,1.429,0.0,0.0
2020-01-01 00:00:00-05:00,271.72753582651865,279.6154899910567,269.0403294093324,270.2651062011719,66810800,0.0,0.0,0.0
2020-02-01 00:00:00-05:00,271.57210799050887,284.79790497055285,239.70041226078052,248.37440490722656,99630500,0.0,0.0,0.0
2020-03-01 00:00:00-05:00,250.44015400281285,263.5288577969689,183.30574324652122,216.4570770263672,281765600,1.178,0.0,0.0
2020-04-01 00:00:00-04:00,209.30025215485188,248.86086692542432,205.81987940640704,245.27947998046875,149156600,0.0,0.0,0.0
2020-05-01 00:00:00-04:00,240.72473343619552,258.9990161035619,233.22216154842357,256.8960876464844,92558000,0.0,0.0,0.0
2020-06-01 00:00:00-04:00,256.271591027844,273.0306708770252,250.4862480186518,260.275390625,98699000,1.433,0.0,0.0
2020-07-01 00:00:00-04:00,262.49609415963295,277.49613496329164,262.1084165726063,277.0161437988281,73796600,0.0,0.0,0.0
2020-08-01 00:00:00-04:00,278.4468629108001,297.99767556246167,277.9668718200173,296.326904296875,61300400,0.0,0.0,0.0
2020-09-01 00:00:00-04:00,297.05619023875624,304.3116092344882,272.34536394540334,283.9853820800781,74308600,1.309,0.0,0.0
2020-10-01 00:00:00-04:00,287.5228583059481,301.48369623798754,274.7393187583447,277.9375305175781,62731400,0.0,0.0,0.0
2020-11-01 00:00:00-04:00,281.22841647795525,310.73530722759966,278.68840551055325,308.3621520996094,67817500,0.0,0.0,0.0
2020-12-01 00:00:00-05:00,311.40272873145943,319.23598441925327,309.4096248894273,318.6056213378906,62114200,1.383,0.0,0.0
2021-01-01 00:00:00-05:00,321.14639000754585,330.11004835299815,312.1641257847967,316.64129638671875,67310300,0.0,0.0,0.0
2021-02-01 00:00:00-05:00,319.8526461194417,337.2959292424084,317.7769399682989,325.4002380371094,65396000,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,330.01705427228825,340.7213167311758,318.2610055371152,339.0924072265625,115891100,1.263,0.0,0.0
2021-04-01 00:00:00-04:00,342.06289702528983,361.24903616964593,341.90408958759065,358.2879943847656,77399700,0.0,0.0,0.0
2021-05-01 00:00:00-04:00,360.14682346464167,363.06117230216466,347.6020334657752,360.67926025390625,91773000,0.0,0.0,0.0
2021-06-01 00:00:00-04:00,362.89301355896527,368.45084588978176,357.30715974186273,367.5821228027344,68945800,1.333,0.0,0.0
2021-07-01 00:00:00-04:00,369.5600153226105,380.64776939904465,363.5896994058147,377.854736328125,87927300,0.0,0.0,0.0
2021-08-01 00:00:00-04:00,379.38250820159845,390.4233834844164,375.764713526186,389.00811767578125,81081600,0.0,0.0,0.0
2021-09-01 00:00:00-04:00,389.9453335177878,391.24813304088093,369.5975144888124,369.65374755859375,103242900,1.308,0.0,0.0
2021-10-01 00:00:00-04:00,372.58686134338626,397.3081094225293,368.57163500789727,396.9696044921875,93891000,0.0,0.0,0.0
2021-11-01 00:00:00-04:00,397.93816253638954,409.42899361440476,393.6502610283938,394.0545959472656,100234600,0.0,0.0,0.0
2021-12-01 00:00:00-05:00,399.1418090834823,414.08363534696264,388.1399384561511,410.5198059082031,142346700,1.533,0.0,0.0
2022-01-01 00:00:00-05:00,413.30784784105055,416.4506382863174,365.0903318321533,390.43072509765625,209400200,0.0,0.0,0.0
2022-02-01 00:00:00-05:00,391.04420043461266,397.4996257436984,356.2754910672059,378.7939758300781,178146000,0.0,0.0,0.0
2022-03-01 00:00:00-05:00,377.5198957031142,400.84059560862835,360.1827329536851,391.8275451660156,137200500,1.374,0.0,0.0
2022-04-01 00:00:00-04:00,394.57710985192904,398.4975165031699,357.9489059847491,358.6117858886719,109706000,0.0,0.0,0.0
2022-05-01 00:00:00-04:00,358.69698972323545,373.9808240148505,331.2068951090633,359.5397644042969,142832100,0.0,0.0,0.0
2022-06-01 00:00:00-04:00,361.3673959650212,363.3844142492405,316.51015312688196,328.47967529296875,118457600,1.432,0.0,0.0
2022-07-01 00:00:00-04:00,329.14108530395805,360.9940615029225,324.2823028007919,360.1668395996094,91517600,0.0,0.0,0.0
2022-08-01 00:00:00-04:00,357.62801450966873,377.3768737639438,345.25764329400863,345.2956848144531,82930500,0.0,0.0,0.0
2022-09-01 00:00:00-04:00,343.3465240385962,359.90056485788904,311.9879753165993,312.15911865234375,110165900,1.469,0.0,0.0
2022-10-01 00:00:00-04:00,316.86545126081387,341.877376660594,305.4816231269337,338.9836730957031,99168300,0.0,0.0,0.0
2022-11-01 00:00:00-04:00,342.4026046185382,357.74019146748395,323.65559649248416,357.6446838378906,78851100,0.0,0.0,0.0
2022-12-01 00:00:00-05:00,358.9626330748248,360.22326390712067,328.85091484859686,335.5360412597656,94160600,1.672,0.0,0.0
2023-01-01 00:00:00-05:00,338.9085491398894,359.92359900553515,333.16060491373463,358.3498840332031,76686800,0.0,0.0,0.0
2023-02-01 00:00:00-05:00,357.3902642620504,368.8765758060344,347.113047391457,349.3968505859375,70620000,0.0,0.0,0.0
2023-03-01 00:00:00-05:00,348.6580148728591,361.1327059033838,335.6267735891908,360.8736267089844,98871600,1.487,0.0,0.0
2023-04-01 00:00:00-04:00,361.9065974703987,368.18888448088416,357.4550354735377,368.1214294433594,59258500,0.0,0.0,0.0
2023-05-01 00:00:00-04:00,367.81315348682034,374.1050859368585,357.39725959119056,369.8944091796875,74589400,0.0,0.0,0.0
2023-06-01 00:00:00-04:00,370.1930609055005,393.8576636727386,369.00789297861655,392.4316101074219,87045800,1.576,0.0,0.0
2023-07-01 00:00:00-04:00,393.6258417769288,408.3582552351883,388.4409388751135,406.936279296875,75232600,0.0,0.0,0.0
2023-08-01 00:00:00-04:00,405.56265066882776,406.3558385699921,384.8521186987302,400.3100280761719,87475500,0.0,0.0,0.0
2023-09-01 00:00:00-04:00,402.8541582220416,403.2604497250517,376.7266005290466,379.87042236328125,85382800,1.493,0.0,0.0
2023-10-01 00:00:00-04:00,380.5427394621453,390.8355575886308,365.0549879413357,373.0367736816406,112736800,0.0,0.0,0.0
2023-11-01 00:00:00-04:00,373.9301222340717,408.9159748289403,373.4737416072598,407.2458190917969,87597900,0.0,0.0,0.0
2023-12-01 00:00:00-05:00,406.6922800060347,426.1223990410311,405.361987391683,424.1415100097656,100310300,1.801,0.0,0.0
2024-01-01 00:00:00-05:00,423.0741686389707,440.5271542177383,417.93578463796035,432.7366943359375,113237100,0.0,0.0,0.0
2024-02-01 00:00:00-05:00,434.2285115184803,457.1611480523706,433.5459803530192,455.26959228515625,103457700,0.0,0.0,0.0
2024-03-01 00:00:00-05:00,456.14714029691885,471.1723188963895,452.4712970271511,468.6957702636719,106592200,1.543,0.0,0.0
2024-04-01 00:00:00-04:00,470.9268115481685,471.4354455773451,443.98819334382057,451.353759765625,132263200,0.0,0.0,0.0
2024-05-01 00:00:00-04:00,450.7081887536056,479.2901149631498,449.1333605334,474.0373840332031,83374400,0.0,0.0,0.0
2024-06-01 00:00:00-04:00,475.6806381529546,494.69612858919936,469.9094826270922,489.2086486816406,102974500,1.784,0.0,0.0
2024-07-01 00:00:00-04:00,492.28205458076314,509.8632398392519,484.8510712948153,496.6405334472656,95569400,0.0,0.0,0.0
2024-08-01 00:00:00-04:00,498.5153796898823,509.058199400118,460.2805713824395,508.528076171875,113649300,0.0,0.0,0.0
2024-09-01 00:00:00-04:00,503.78686469230274,520.1900105184037,486.6964998162289,517.9813232421875,160145400,1.639,0.0,0.0
2024-10-01 00:00:00-04:00,518.9748140444029,530.5154970011964,511.6290110660248,514.6716918945312,97966800,0.0,0.0,0.0
2024-11-01 00:00:00-04:00,517.1235888217261,546.2115844708725,514.0415416778455,544.980712890625,99706700,0.0,0.0,0.0
2024-12-01 00:00:00-05:00,545.8767267440005,551.3910671385919,527.6499719098632,530.564697265625,158384800,1.739,0.0,0.0
2025-01-01 00:00:00-05:00,535.433996310083,554.8353070948732,522.5919578221858,546.6065673828125,113516300,0.0,0.0,0.0
2025-02-01 00:00:00-05:00,538.3678450968991,557.067820412368,529.072212048552,539.6915893554688,91408700,0.0,0.0,0.0
2025-03-01 00:00:00-05:00,541.5388479903853,542.6155696641126,496.53244878766526,507.66546630859375,179918100,1.812,0.0,0.0
2025-04-01 00:00:00-04:00,507.88906384300174,516.939399086555,438.9360560925734,505.29193115234375,250654400,0.0,0.0,0.0
